source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2770,CuSO₄ dissociates into:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2771,Electrolysis requires:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2772,Ions carry:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2773,Copper ions move towards:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2774,Sulphate ions move towards:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2775,Solution should be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2776,Faraday’s law states:,data\question_images\8170555971915952440f8f84.png,,,,,D,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2777,Quantity of electricity is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2778,Deposition occurs at:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2779,Electrolyte must be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2780,CuSO₄ solution conducts due to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2781,"If current increases, deposition:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2782,"If time increases, deposition:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2783,Charge = 2A × 10s:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2784,ITI Objective,data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2785,Unit of mass:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2786,Copper electrode is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2787,"Before weighing, electrode should be:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2788,Number of electrodes used:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2789,Anode is:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2790,Cathode is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2791,"During electrolysis, anode:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2792,Cathode:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2793,Mass change is due to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2794,Charge is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2795,Copper ions move to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2796,Mass measurement helps to find:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2797,"Initial mass = 25 g, final = 26 g, gain:",data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2798,5 g D) 0 g,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2799,"Initial mass = 30 g, final = 28 g, loss:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2800,If no mass change:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2801,Positive terminal is connected to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2802,Negative terminal is connected to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2803,Electrodes are dipped in:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2804,Current flows due to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2805,Ammeter reading shows:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2806,If electrodes touch:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2807,Circuit is completed by:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2808,Faraday’s law depends on:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2809,Copper dissolves at:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2810,Current is measured in:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2811,"Q = 10C, t = 5s, I:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2812,"I = 2A, t = 10s, Q:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2813,If current is zero:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2814,Time is measured in:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2815,Unit of charge:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2816,Steady current means:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2817,"If time increases, charge:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2818,"If current increases, charge:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2819,Charge depends on:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2820,Constant current is maintained using:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2821,Deposition is proportional to:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2822,"If current is zero, charge:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2823,"If time is zero, charge:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2824,Unit of current is:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2825,"I = 0.5A, t = 60s, Q:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2826,"Q = 100C, t = 20s, I:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2827,ECE means:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2828,Unit of ECE:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2829,Formula of ECE:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2830,"If charge increases, mass:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2831,"If time increases, mass:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2832,ECE depends on:,data\question_images\8170555971915952440f8f84.png,,,,Voltage,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2833,Charge is measured in:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2834,"If m = 0, then:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2835,ECE is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2836,Deposition depends on:,data\question_images\8170555971915952440f8f84.png,,,,,D,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2837,Electrolysis uses:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2838,"M = 0.2 g, Q = 100 C, Z:",data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2839,002 g/C,data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2840,02 g/C,data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2841,2 g/C,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2842,"I = 2A, t = 50s, Q:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2843,"M = 0.16 g, I = 2A, t = 40s, Z:",data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2844,001 g/C,data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2845,004 g/C,data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2846,01 g/C,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2847,Calorimeter is used to measure:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2848,Water mass is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2849,"Before weighing, cup should be:",data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2850,Mass of water depends on:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2851,Calorimeter cup is usually made of:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2852,Heat calculation formula:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2853,Specific heat capacity is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2854,"If water mass increases, heat:",data\question_images\8170555971915952440f8f84.png,,,,,,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2855,Calorimeter minimizes:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2856,Measurement should be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2857,"M₁ = 50 g, m₂ = 150 g, water mass:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2858,"M₁ = 80 g, m₂ = 200 g, water mass:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2859,"If m₁ = m₂, water mass:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2860,Heating coil is used to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2861,Thermometer measures:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2862,Stirrer is used to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2863,Coil should be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2864,Unit of temperature:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2865,Stirring helps to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2866,Thermometer should not touch:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2867,Heat flows from:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2868,Heating coil works on:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2869,Temperature rise depends on:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2870,Heat formula is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2871,"If mass increases, temperature rise:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2872,Uniform heating avoids:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2873,Energy conversion in coil:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2874,"M = 1 kg, c = 4200, ΔT = 2°C, Q:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2875,"If ΔT doubles, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2876,"If mass doubles, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2877,Heating coil converts:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2878,Unit of heat:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2879,Electrical energy formula:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2880,Mechanical equivalent of heat relates:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2881,Voltage is measured in:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2882,Heat produced depends on:,data\question_images\8170555971915952440f8f84.png,,,,,D,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2883,"If time increases, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2884,"If current increases, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2885,Mechanical equivalent of heat is:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2886,Energy conversion is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2887,"V = 10V, I = 2A, t = 5s, energy:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2888,"I = 3A, V = 5V, t = 4s, energy:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2889,"If V doubles, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2890,Stop-clock measures:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2891,Unit of time:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2892,Current flows when:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2893,Energy formula:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2894,Accurate timing ensures:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2895,"If current is constant, charge ∝:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2896,"If time doubles, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2897,Delay in starting clock causes:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2898,Energy conversion:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2899,Time should be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2900,"If t = 0, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2901,Initial temperature is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2902,Final temperature is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2903,Temperature rise is:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2904,Power supply is switched OFF to:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2905,Temperature rise should be:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2906,Small temperature rise reduces:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2907,Heat formula:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2908,"If ΔT increases, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2909,Timer is stopped when:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2910,Excess temperature rise causes:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2911,Heat depends on:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2912,Accurate reading requires:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2913,Temperature is measured by:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2914,"T₁ = 25°C, T₂ = 35°C, ΔT:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2915,"T₁ = 30°C, T₂ = 42°C, ΔT:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2916,"If ΔT = 0, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2917,Unit of J:,data\question_images\8170555971915952440f8f84.png,,,,,C,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2918,Specific heat of water:,data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2919,"If current increases, energy:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2920,J relates:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2921,"If mass increases, heat:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2922,"If voltage doubles, energy:",data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2923,Heat loss causes:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2924,ΔT = 0 means:,data\question_images\8170555971915952440f8f84.png,,,,,B,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2925,"M = 100g, ΔT = 10°C, Q:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2926,"V = 5V, I = 2A, t = 10s, energy:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2927,"H = 4000J, Q = 1000cal, J:",data\question_images\8170555971915952440f8f84.png,,,,,A,
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2928,Pullinger’s apparatus is used for:,data\question_images\8170555971915952440f8f84.png,Heat measurement,Expansion measurement,Voltage measurement,Mass measurement,B,Expansion measurement
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2929,Spherometer measures:,data\question_images\8170555971915952440f8f84.png,Temperature,Small length,Current,Voltage,B,Small length
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2930,Rod is made of:,data\question_images\8170555971915952440f8f84.png,Plastic,Metal,Wood,Glass,B,Metal
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2931,Expansion occurs due to:,data\question_images\8170555971915952440f8f84.png,Cooling,Heating,Pressure,Force,B,Heating
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2932,Initial reading is taken:,data\question_images\8170555971915952440f8f84.png,Before heating,After heating,During heating,After cooling,A,Before heating
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2933,Expansion is:,data\question_images\8170555971915952440f8f84.png,Increase in length,Decrease in length,No change,Random change,A,Increase in length
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2934,Spherometer screw is used to:,data\question_images\8170555971915952440f8f84.png,Measure current,Adjust height,Measure voltage,Increase heat,B,Adjust height
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2935,Linear expansion depends on:,data\question_images\8170555971915952440f8f84.png,Temperature,Length,Material,All,D,All
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2936,"If temperature increases, length:",data\question_images\8170555971915952440f8f84.png,Decreases,Increases,Same,Zero,B,Increases
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2937,Unit of length:,data\question_images\8170555971915952440f8f84.png,Meter,Volt,Ampere,Joule,A,Meter
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2938,Coefficient of expansion is:,data\question_images\8170555971915952440f8f84.png,Constant for material,Variable,Zero,Infinite,A,Constant for material
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2939,ΔL depends on:,data\question_images\8170555971915952440f8f84.png,Temperature,Length,Material,All,D,All
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2940,"If ΔT = 0, expansion:",data\question_images\8170555971915952440f8f84.png,Maximum,Zero,Infinite,Same,B,Zero
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2941,Spherometer gives:,data\question_images\8170555971915952440f8f84.png,Rough reading,Accurate reading,No reading,Random reading,B,Accurate reading
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2942,Error due to wrong adjustment:,data\question_images\8170555971915952440f8f84.png,Accuracy,Inaccuracy,No effect,Perfect result,B,Inaccuracy
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2943,"If L = 1 m, ΔT increases, ΔL:",data\question_images\8170555971915952440f8f84.png,Decreases,Increases,Same,Zero,B,Increases
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2944,"If α increases, expansion:",data\question_images\8170555971915952440f8f84.png,Decreases,Increases,Same,Zero,B,Increases
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2945,"If no heating, expansion:",data\question_images\8170555971915952440f8f84.png,Maximum,Zero,Infinite,Same,B,Zero
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2946,Steam generator is used to:,data\question_images\8170555971915952440f8f84.png,Cool water,Produce steam,Measure heat,Measure length,B,Produce steam
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2947,Water is filled:,data\question_images\8170555971915952440f8f84.png,Fully,Half,2/3rd,Empty,C,2/3rd
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2948,Steam is:,data\question_images\8170555971915952440f8f84.png,Solid,Liquid,Gas,Plasma,C,Gas
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2949,Heating causes:,data\question_images\8170555971915952440f8f84.png,Cooling,Expansion,Shrinking,No change,B,Expansion
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2950,Generator should not be:,data\question_images\8170555971915952440f8f84.png,Full,Empty,Heated,Closed,B,Empty
practical,I,ATTENDENT OPERATOR,2026-04,CHAPTER 1,2951,Overfilling causes:,data\question_images\8170555971915952440f8f84.png,Safety,Danger,Accuracy,No effect,B,Danger
