source,year_level,trade,month,topic,question_no,question_text,question_image,option_a,option_b,option_c,option_d,correct_option,answer_text
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1589,Heavy objects should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1590,Sharp edges should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1591,Workpiece should not be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1592,Use proper support for:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1593,Measuring tools should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1594,Sharp marking tools should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1595,Store tools:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1596,Avoid pointing sharp tools:,,,,,At wall,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1597,Keep tools after use to:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1598,Oil spills should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1599,Floor should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1600,Tools should not be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1601,Good housekeeping prevents:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1602,Waste materials should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1603,Flammable materials should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1604,Electrical equipment should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1605,Wet hands should not touch:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1606,Faulty wires should be:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1607,Running in workshop is:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1608,Horseplay in workshop is:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1609,Follow instructions of:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1610,Report accidents immediately to:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1611,Discipline helps to:,,Increase accidents,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1612,Proper lighting helps to:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1613,Warning signs indicate:,,,,,Color,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1614,Safe work ensures:,,,,,,B,
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1615,Hacksaw is used for:,,Drilling,Cutting metal,Measuring,Welding,B,Cutting metal
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1616,Hacksaw is a:,,Machine tool,Cutting hand tool,Measuring tool,Holding tool,B,Cutting hand tool
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1617,Hacksaw mainly cuts:,,Wood only,Metal,Plastic only,Paper,B,Metal
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1618,Hacksaw consists of:,,Blade and frame,Handle only,Motor,Gear,A,Blade and frame
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1619,Blade is fitted in:,,Hammer,Frame,Handle only,Machine,B,Frame
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1620,Hacksaw blade is made of:,,Wood,High carbon steel,Rubber,Plastic,B,High carbon steel
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1621,Teeth of hacksaw blade are used for:,,Holding,Cutting,Measuring,Marking,B,Cutting
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1622,Blade teeth direction should be:,,Backward,Forward,Upward,Downward,B,Forward
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1623,Pitch of blade means:,,Length,Number of teeth per inch,Width,Thickness,B,Number of teeth per inch
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1624,Fine pitch blade is used for:,,Thick materials,Thin materials,Wood,Plastic,B,Thin materials
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1625,Hacksaw should be held:,,Loosely,Firmly,With one finger,Carelessly,B,Firmly
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1626,Pressure is applied during:,,Back stroke,Forward stroke,Both strokes,No stroke,B,Forward stroke
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1627,Broken blade should be:,,Used,Replaced,Ignored,Repaired by hand,B,Replaced
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1628,Safety goggles should be worn during:,,Sleeping,Cutting,Eating,Walking,B,Cutting
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1629,Hammer is used for:,,Cutting,Striking,Measuring,Welding,B,Striking
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1630,Hammer is a:,,Cutting tool,Striking tool,Measuring tool,Holding tool,B,Striking tool
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1631,Hammer consists of:,,Blade,Head and handle,Motor,Frame,B,Head and handle
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1632,Hammer head is made of:,,Wood,Steel,Rubber,Plastic,B,Steel
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1633,Handle of hammer is made of:,,Steel only,Wood or fiber,Rubber only,Plastic only,B,Wood or fiber
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1634,Ball peen hammer is used in:,,Carpentry,Metal work,Cooking,Painting,B,Metal work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1635,Cross peen hammer is used for:,,Decoration,Shaping metal,Measuring,Welding,B,Shaping metal
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1636,Straight peen hammer is used for:,,Cutting wood,Metal work,Measuring,Cleaning,B,Metal work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1637,Sledge hammer is used for:,,Light work,Heavy work,Measuring,Marking,B,Heavy work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1638,Claw hammer is used for:,,Pulling nails,Cutting metal,Drilling,Filing,A,Pulling nails
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1639,Hammer handle should be:,,Loose,Tight,Broken,Small,B,Tight
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1640,Do not use hammer with:,,Proper head,Loose handle,Clean surface,Correct grip,B,Loose handle
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1641,Use correct hammer for:,,Any work,Specific work,Decoration,Storage,B,Specific work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1642,Striking should be:,,Careless,Controlled,Random,Fast only,B,Controlled
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1643,Wear goggles while hammering to:,,Improve vision,Protect eyes,Increase speed,Reduce noise,B,Protect eyes
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1644,Proper tool selection helps to:,,Increase damage,Improve efficiency,Delay work,Waste time,B,Improve efficiency
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1645,Wrong tool use may cause:,,Safety,Accident,Efficiency,Improvement,B,Accident
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1646,Tools should be used:,,Carelessly,Properly,Roughly,Randomly,B,Properly
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1647,Regular inspection helps:,,Increase faults,Detect faults,Damage tools,Waste time,B,Detect faults
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1648,Lubrication prevents:,,Rust,Cutting,Heating,Breaking,A,Rust
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1649,Damaged tools should be:,,Used,Repaired or replaced,Ignored,Hidden,B,Repaired or replaced
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1650,Use tools:,,Without training,With training,Randomly,Carelessly,B,With training
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1651,Keep tools:,,Scattered,Organized,Dirty,Wet,B,Organized
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1652,Do not throw tools to:,,Save time,Avoid injury,Increase speed,Finish work,B,Avoid injury
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1653,Report damaged tools to:,,Friend,Instructor,Stranger,Nobody,B,Instructor
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1654,Safety rules should be:,,Ignored,Followed,Avoided,Changed,B,Followed
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1655,Hacksaw blade with more teeth is used for:,,Thick material,Thin material,Wood,Heavy cutting,B,Thin material
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1656,Heavy hammer is used for:,,Light work,Heavy work,Measuring,Marking,B,Heavy work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1657,Loose hammer handle may cause:,,Safety,Accident,Efficiency,Improvement,B,Accident
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1658,Correct blade tension ensures:,,Poor cutting,Efficient cutting,Damage,Delay,B,Efficient cutting
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1659,Proper tool handling ensures:,,Injury,Safety,Loss,Damage,B,Safety
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1660,Marking tools are used for:,,Cutting,Measuring and marking lines,Welding,Drilling,B,Measuring and marking lines
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1661,Accurate marking ensures:,,Errors,Precision work,Damage,Delay,B,Precision work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1662,Common marking tools include:,,Hammer,Steel rule,Motor,Pump,B,Steel rule
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1663,Marking tools should be:,,Roughly used,Handled carefully,Dropped,Ignored,B,Handled carefully
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1664,Steel rule is used for:,,Cutting,Measuring length,Drilling,Welding,B,Measuring length
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1665,Steel rule is made of:,,Plastic,Steel,Wood,Rubber,B,Steel
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1666,Steel rule has:,,Teeth,Graduations,Edges only,Holes,B,Graduations
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1667,Common units on steel rule are:,,Liter,Meter and millimeter,Volt,Ampere,B,Meter and millimeter
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1668,Steel rule is:,,Flexible,Rigid and straight,Round,Soft,B,Rigid and straight
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1669,Graduation on steel rule is marked in:,,Inches/mm,Volts,Seconds,Watts,A,Inches/mm
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1670,Least count of steel rule is generally:,,1 cm,1 mm,10 mm,5 cm,B,1 mm
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1671,Edge of steel rule is used for:,,Cutting,Marking straight lines,Drilling,Filing,B,Marking straight lines
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1672,Steel rule should be:,,Bent,Straight,Broken,Rough,B,Straight
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1673,Steel rule is used to:,,Measure length,Cut metal,Drill holes,Weld,A,Measure length
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1674,It is used with:,,Hammer,Scriber,File,Chisel,B,Scriber
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1675,Steel rule should not be used as:,,Measuring tool,Straight edge,Cutting tool,Marking guide,C,Cutting tool
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1676,Store steel rule:,,Anywhere,Properly,On floor,In water,B,Properly
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1677,Clean steel rule to:,,Increase rust,Maintain accuracy,Damage,Bend,B,Maintain accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1678,Calipers are used for:,,Cutting,Measuring dimensions,Welding,Drilling,B,Measuring dimensions
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1679,Calipers measure:,,Temperature,Length/diameter,Pressure,Speed,B,Length/diameter
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1680,Calipers are:,,Direct measuring tools,Indirect measuring tools,Cutting tools,Holding tools,B,Indirect measuring tools
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1681,Calipers transfer measurement to:,,Machine,Steel rule,Hammer,File,B,Steel rule
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1682,Outside caliper is used to measure:,,Internal diameter,External diameter,Depth,Angle,B,External diameter
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1683,Inside caliper is used to measure:,,External diameter,Internal diameter,Length,Height,B,Internal diameter
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1684,Odd leg caliper is used for:,,Cutting,Marking parallel lines,Drilling,Welding,B,Marking parallel lines
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1685,Jenny caliper is another name for:,,Inside caliper,Outside caliper,Odd leg caliper,Divider,C,Odd leg caliper
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1686,Divider is used for:,,Measuring only,Marking circles,Cutting,Holding,B,Marking circles
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1687,Calipers consist of:,,Blade,Two legs,Motor,Gear,B,Two legs
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1688,Legs are joined by:,,Screw or rivet,Welding,Bolt only,Glue,A,Screw or rivet
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1689,Ends of calipers are:,,Flat,Pointed,Round,Sharp edges,B,Pointed
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1690,Spring caliper has:,,No spring,Spring for adjustment,Motor,Blade,B,Spring for adjustment
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1691,Firm joint helps to:,,Lose measurement,Maintain accuracy,Damage tool,Delay work,B,Maintain accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1692,Outside caliper is used to:,,Measure outer diameter,Measure inner diameter,Cut,Drill,A,Measure outer diameter
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1693,Inside caliper is used to:,,Measure internal size,Cut,Weld,File,A,Measure internal size
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1694,Divider is used to:,,Cut metal,Mark arcs and circles,Measure temperature,Hold work,B,Mark arcs and circles
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1695,Calipers improve:,,Rough work,Accuracy,Damage,Delay,B,Accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1696,Calipers should be:,,Dropped,Handled carefully,Thrown,Bent,B,Handled carefully
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1697,Do not use caliper as:,,Measuring tool,Hammer,Marking tool,Checking tool,B,Hammer
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1698,Keep calipers:,,Open,Closed properly,Bent,Loose,B,Closed properly
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1699,Store calipers in:,,Floor,Toolbox,Water,Dust,B,Toolbox
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1700,Clean tools to:,,Damage,Maintain accuracy,Bend,Rust,B,Maintain accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1701,Steel rule is best for:,,High precision,Medium accuracy,Cutting,Welding,B,Medium accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1702,Calipers are used with:,,Hammer,Steel rule,File,Chisel,B,Steel rule
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1703,Divider is used to mark:,,Straight lines,Circles,Holes,Edges,B,Circles
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1704,Inside caliper measures:,,Outside size,Inside size,Length,Height,B,Inside size
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1705,Proper marking ensures:,,Error,Accuracy,Damage,Delay,B,Accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1706,A punch is used for:,,Cutting,Marking points,Measuring,Welding,B,Marking points
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1707,Punch is made of:,,Wood,High carbon steel,Plastic,Rubber,B,High carbon steel
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1708,Punch is used with:,,File,Hammer,Spanner,Rule,B,Hammer
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1709,Punching helps in:,,Decoration,Accurate drilling,Cleaning,Measuring,B,Accurate drilling
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1710,Punch mark is made before:,,Painting,Drilling,Filing,Welding,B,Drilling
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1711,Centre punch is used for:,,Marking center points,Cutting,Measuring,Filing,A,Marking center points
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1712,Dot punch is used for:,,Deep marks,Light marks,Cutting,Welding,B,Light marks
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1713,Prick punch is used for:,,Heavy work,Light marking,Cutting,Drilling,B,Light marking
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1714,Automatic punch works:,,With hammer,Without hammer,With machine,With motor,B,Without hammer
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1715,Dot punch angle is approximately:,,30°,60°,90°,120°,B,60°
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1716,Punch has:,,Blade,Pointed tip,Teeth,Frame,B,Pointed tip
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1717,Body of punch is:,,Soft,Hardened and tempered,Plastic,Rubber,B,Hardened and tempered
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1718,Head of punch is:,,Sharp,Flat,Round,Hollow,B,Flat
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1719,Tip of punch should be:,,Blunt,Sharp,Broken,Soft,B,Sharp
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1720,Punch marking improves:,,Roughness,Accuracy,Damage,Delay,B,Accuracy
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1721,Wear goggles while:,,Sleeping,Punching,Eating,Walking,B,Punching
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1722,Punch head should be:,,Mushroomed,Properly dressed,Broken,Sharp,B,Properly dressed
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1723,Do not use damaged punch to:,,Save time,Avoid injury,Increase work,Improve speed,B,Avoid injury
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1724,Hold punch:,,Loosely,Firmly,Carelessly,With one finger,B,Firmly
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1725,V-block is used for:,,Cutting,Holding round objects,Measuring temperature,Welding,B,Holding round objects
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1726,V-block is made of:,,Wood,Cast iron or steel,Plastic,Rubber,B,Cast iron or steel
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1727,V-block has:,,Flat surface,V-shaped groove,Round hole,Teeth,B,V-shaped groove
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1728,V-block is used with:,,Hammer,Clamp,File,Drill,B,Clamp
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1729,V-block supports:,,Flat work,Cylindrical work,Square work,Thin sheet,B,Cylindrical work
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1730,It helps in:,,Holding work steady,Cutting material,Heating,Grinding,A,Holding work steady
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1731,V-block is used on:,,Floor,Surface plate,Machine only,Table only,B,Surface plate
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1732,It is useful for:,,Flat objects,Round rods,Sheets,Wire,B,Round rods
theory,I,ATTENDENT OPERATOR,2026-04,AO CHEMICAL 1ST YEAR THEORY QUESTION BIT BANK,1733,Clamp is used with V-block to:,,Decorate,Hold work firmly,Measure,Cut,B,Hold work firmly
